dataset,model,run,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,size_MB,num_dimensions,num_classes,sequence_length,train_samples,test_samples,validation_samples,n_train_epochs,training_time_seconds
PenDigits,1d_conv_component_wise_sinusoidal,4,,,,,2.3044,0.1009,0.1874,2,10,8,5995,3498,1499,1,27.33
PenDigits,linear_circular_conv_sinusoidal,4,0.1623,0.9471,0.1368,0.9593,0.2446,0.9294,0.1859,2,10,8,5995,3498,1499,52,70.5
PenDigits,1d_conv_circular_conv_sinusoidal,4,0.0197,0.9947,0.046,0.9953,0.0778,0.9794,0.1876,2,10,8,5995,3498,1499,66,82.33
PenDigits,1d_conv_circular_conv_isolated_sinusoidal,4,0.0189,0.9967,0.0392,0.9947,0.0728,0.9803,0.1877,2,10,8,5995,3498,1499,63,80.08
PenDigits,linear_additive_sinusoidal,5,0.1614,0.9468,0.1031,0.9733,0.1277,0.9625,0.1846,2,10,8,5995,3498,1499,80,92.35
PenDigits,linear_additive_isolated_sinusoidal,5,0.1094,0.9656,0.0731,0.9827,0.1346,0.964,0.1847,2,10,8,5995,3498,1499,100,105.89
PenDigits,1d_conv_additive_sinusoidal,5,0.0345,0.9911,0.0568,0.9927,0.0768,0.9746,0.1865,2,10,8,5995,3498,1499,64,78.75
PenDigits,linear_component_wise_sinusoidal,5,0.0785,0.9748,0.0719,0.982,0.1601,0.9634,0.1859,2,10,8,5995,3498,1499,82,97.72
PenDigits,1d_conv_component_wise_sinusoidal,5,0.0306,0.993,0.0489,0.9927,0.0644,0.9814,0.1876,2,10,8,5995,3498,1499,53,73.49
PenDigits,linear_circular_conv_sinusoidal,5,0.1388,0.9525,0.1196,0.9673,0.1961,0.9443,0.1859,2,10,8,5995,3498,1499,64,80.67
PenDigits,1d_conv_circular_conv_sinusoidal,5,0.0194,0.9965,0.0452,0.994,0.0704,0.9808,0.1876,2,10,8,5995,3498,1499,64,81.5
PenDigits,1d_conv_circular_conv_isolated_sinusoidal,5,0.0261,0.9927,0.0447,0.994,0.0926,0.9748,0.1877,2,10,8,5995,3498,1499,58,76.73
PenDigits,linear_additive_sinusoidal,6,0.1314,0.9574,0.0754,0.9813,0.1232,0.964,0.1846,2,10,8,5995,3498,1499,90,100.46
PenDigits,linear_additive_isolated_sinusoidal,6,0.1355,0.9553,0.0927,0.976,0.163,0.9545,0.1847,2,10,8,5995,3498,1499,100,105.25
PenDigits,1d_conv_additive_sinusoidal,6,,,,,2.3135,0.0852,0.1862,2,10,8,5995,3498,1499,1,27.18
PenDigits,linear_component_wise_sinusoidal,6,0.094,0.9693,0.0758,0.9827,0.1681,0.9574,0.1859,2,10,8,5995,3498,1499,87,100.73
PenDigits,1d_conv_component_wise_sinusoidal,6,0.0149,0.9968,0.035,0.9953,0.0463,0.9857,0.1876,2,10,8,5995,3498,1499,65,83.04
PenDigits,linear_circular_conv_sinusoidal,6,0.1075,0.9651,0.1053,0.9693,0.1766,0.9491,0.1859,2,10,8,5995,3498,1499,73,88.34
PenDigits,1d_conv_circular_conv_sinusoidal,6,0.025,0.9925,0.0435,0.9933,0.0907,0.976,0.1876,2,10,8,5995,3498,1499,78,93.97
PenDigits,1d_conv_circular_conv_isolated_sinusoidal,6,0.0154,0.9961,0.0416,0.996,0.0756,0.9802,0.1877,2,10,8,5995,3498,1499,79,94.48
PenDigits,linear_additive_sinusoidal,7,0.1368,0.9591,0.0978,0.9754,0.1833,0.9485,0.1846,2,10,8,5995,3498,1499,82,93.86
PenDigits,linear_additive_isolated_sinusoidal,7,0.129,0.9584,0.0824,0.9813,0.1152,0.9709,0.1847,2,10,8,5995,3498,1499,100,105.47
PenDigits,1d_conv_additive_sinusoidal,7,,,,,2.3401,0.0237,0.1862,2,10,8,5995,3498,1499,1,27.36
PenDigits,linear_component_wise_sinusoidal,7,0.1079,0.9656,0.0923,0.974,0.1753,0.96,0.1859,2,10,8,5995,3498,1499,57,75.93
PenDigits,1d_conv_component_wise_sinusoidal,7,0.0319,0.9918,0.0481,0.9934,0.0724,0.9823,0.1876,2,10,8,5995,3498,1499,50,69.37
PenDigits,linear_circular_conv_sinusoidal,7,0.1137,0.9598,0.1116,0.966,0.1895,0.9428,0.1859,2,10,8,5995,3498,1499,70,85.68
PenDigits,1d_conv_circular_conv_sinusoidal,7,0.0215,0.9945,0.047,0.9946,0.0732,0.9777,0.1876,2,10,8,5995,3498,1499,57,76.85
PenDigits,1d_conv_circular_conv_isolated_sinusoidal,7,0.0134,0.9961,0.0448,0.996,0.0866,0.9811,0.1877,2,10,8,5995,3498,1499,71,86.31
PenDigits,linear_additive_sinusoidal,8,0.1454,0.9538,0.1086,0.9667,0.1898,0.9437,0.1846,2,10,8,5995,3498,1499,100,107.9
PenDigits,linear_additive_isolated_sinusoidal,8,0.123,0.9583,0.0939,0.9767,0.1231,0.9649,0.1847,2,10,8,5995,3498,1499,97,105.2
PenDigits,1d_conv_additive_sinusoidal,8,0.0383,0.9891,0.0494,0.9927,0.0582,0.9823,0.1865,2,10,8,5995,3498,1499,66,81.86
PenDigits,linear_component_wise_sinusoidal,8,0.0674,0.978,0.069,0.9813,0.1756,0.964,0.1859,2,10,8,5995,3498,1499,100,111.24
PenDigits,1d_conv_component_wise_sinusoidal,8,0.0189,0.9958,0.0332,0.9953,0.054,0.9857,0.1876,2,10,8,5995,3498,1499,62,79.73
PenDigits,linear_circular_conv_sinusoidal,8,0.1105,0.96,0.115,0.966,0.2191,0.9414,0.1859,2,10,8,5995,3498,1499,63,79.08
PenDigits,1d_conv_circular_conv_sinusoidal,8,0.0324,0.9917,0.0566,0.9907,0.0936,0.9777,0.1876,2,10,8,5995,3498,1499,49,70.19
PenDigits,1d_conv_circular_conv_isolated_sinusoidal,8,0.0289,0.9932,0.0599,0.9907,0.0948,0.9751,0.1877,2,10,8,5995,3498,1499,47,67.84
PenDigits,linear_additive_sinusoidal,9,0.1398,0.9563,0.0942,0.9786,0.1317,0.9628,0.1846,2,10,8,5995,3498,1499,100,108.55
PenDigits,linear_additive_isolated_sinusoidal,9,0.1447,0.9563,0.1098,0.9713,0.1683,0.9525,0.1847,2,10,8,5995,3498,1499,78,90.72
PenDigits,1d_conv_additive_sinusoidal,9,0.0355,0.9905,0.0541,0.9887,0.0581,0.9837,0.1865,2,10,8,5995,3498,1499,52,70.9
PenDigits,linear_component_wise_sinusoidal,9,0.0805,0.9752,0.081,0.9793,0.1723,0.9531,0.1859,2,10,8,5995,3498,1499,75,89.29
PenDigits,1d_conv_component_wise_sinusoidal,9,0.0324,0.992,0.0512,0.9927,0.0653,0.9826,0.1876,2,10,8,5995,3498,1499,43,63.97
PenDigits,linear_circular_conv_sinusoidal,9,0.111,0.9626,0.0929,0.9746,0.1943,0.9428,0.1859,2,10,8,5995,3498,1499,83,98.22
PenDigits,1d_conv_circular_conv_sinusoidal,9,0.0214,0.9945,0.0425,0.9953,0.0678,0.9814,0.1876,2,10,8,5995,3498,1499,70,88.49
PenDigits,1d_conv_circular_conv_isolated_sinusoidal,9,0.013,0.9967,0.0392,0.9953,0.0859,0.98,0.1877,2,10,8,5995,3498,1499,61,78.93
PenDigits,linear_additive_sinusoidal,10,0.1121,0.9665,0.0792,0.98,0.1212,0.966,0.1846,2,10,8,5995,3498,1499,100,106.89
PenDigits,linear_additive_isolated_sinusoidal,10,0.1177,0.9621,0.0749,0.9827,0.122,0.9634,0.1847,2,10,8,5995,3498,1499,100,107.16
PenDigits,1d_conv_additive_sinusoidal,10,0.0249,0.9923,0.0475,0.9927,0.0437,0.9854,0.1865,2,10,8,5995,3498,1499,81,93.97
PenDigits,linear_component_wise_sinusoidal,10,0.0648,0.9786,0.0683,0.9806,0.1844,0.9571,0.1859,2,10,8,5995,3498,1499,98,108.66
PenDigits,1d_conv_component_wise_sinusoidal,10,0.0143,0.9971,0.0414,0.9947,0.0522,0.9848,0.1876,2,10,8,5995,3498,1499,69,86.06
PenDigits,linear_circular_conv_sinusoidal,10,0.0716,0.9758,0.0844,0.9787,0.1954,0.9445,0.1859,2,10,8,5995,3498,1499,100,108.58
PenDigits,1d_conv_circular_conv_sinusoidal,10,0.0261,0.9942,0.0507,0.9913,0.0694,0.9806,0.1876,2,10,8,5995,3498,1499,49,69.73
PenDigits,1d_conv_circular_conv_isolated_sinusoidal,10,0.0132,0.9975,0.0384,0.996,0.0925,0.9777,0.1877,2,10,8,5995,3498,1499,69,85.37
SpokenArabicDigits,linear_additive_sinusoidal,1,,,,,2.3674,0.0241,0.2124,13,10,93,5279,2199,1320,1,31.03
SpokenArabicDigits,linear_additive_isolated_sinusoidal,1,0.0424,0.9875,0.08,0.975,0.213,0.9354,0.2127,13,10,93,5279,2199,1320,59,84.94
SpokenArabicDigits,1d_conv_additive_sinusoidal,1,,,,,2.3382,0.1064,0.2196,13,10,93,5279,2199,1320,1,30.63
SpokenArabicDigits,linear_component_wise_sinusoidal,1,,,,,2.3467,0.0823,0.2136,13,10,93,5279,2199,1320,1,31.75
SpokenArabicDigits,1d_conv_component_wise_sinusoidal,1,0.0087,0.9981,0.038,0.9887,0.0849,0.9718,0.221,13,10,93,5279,2199,1320,64,91.98
SpokenArabicDigits,linear_circular_conv_sinusoidal,1,0.029,0.9922,0.0592,0.9879,0.071,0.9741,0.2139,13,10,93,5279,2199,1320,69,96.83
SpokenArabicDigits,1d_conv_circular_conv_sinusoidal,1,0.0226,0.9945,0.0461,0.9886,0.0844,0.9741,0.221,13,10,93,5279,2199,1320,66,93.9
SpokenArabicDigits,1d_conv_circular_conv_isolated_sinusoidal,1,0.0113,0.9977,0.0522,0.9894,0.0636,0.9791,0.2211,13,10,93,5279,2199,1320,74,99.74
SpokenArabicDigits,linear_additive_sinusoidal,2,0.054,0.9856,0.0668,0.9773,0.25,0.9336,0.2127,13,10,93,5279,2199,1320,54,80.66
SpokenArabicDigits,linear_additive_isolated_sinusoidal,2,,,,,2.4262,0.0378,0.2125,13,10,93,5279,2199,1320,1,30.65
SpokenArabicDigits,1d_conv_additive_sinusoidal,2,,,,,2.3618,0.0996,0.2196,13,10,93,5279,2199,1320,1,31.09
SpokenArabicDigits,linear_component_wise_sinusoidal,2,0.0193,0.9956,0.0502,0.9879,0.0889,0.9677,0.2139,13,10,93,5279,2199,1320,53,83.14
SpokenArabicDigits,1d_conv_component_wise_sinusoidal,2,0.0093,0.9981,0.044,0.9894,0.1059,0.9713,0.221,13,10,93,5279,2199,1320,78,105.11
SpokenArabicDigits,linear_circular_conv_sinusoidal,2,0.0111,0.9977,0.0521,0.9864,0.0903,0.9759,0.2139,13,10,93,5279,2199,1320,93,118.07
SpokenArabicDigits,1d_conv_circular_conv_sinusoidal,2,0.0389,0.9879,0.0463,0.9879,0.1444,0.9546,0.221,13,10,93,5279,2199,1320,60,89.3
SpokenArabicDigits,1d_conv_circular_conv_isolated_sinusoidal,2,0.0104,0.9977,0.0358,0.9909,0.1025,0.9709,0.2211,13,10,93,5279,2199,1320,85,112.52
SpokenArabicDigits,linear_additive_sinusoidal,3,0.0666,0.9801,0.0688,0.9833,0.2025,0.9368,0.2127,13,10,93,5279,2199,1320,56,82.41
SpokenArabicDigits,linear_additive_isolated_sinusoidal,3,0.0311,0.992,0.0649,0.9818,0.2498,0.9354,0.2127,13,10,93,5279,2199,1320,72,96.81
SpokenArabicDigits,1d_conv_additive_sinusoidal,3,,,,,2.3857,0.08,0.2196,13,10,93,5279,2199,1320,1,31.02
SpokenArabicDigits,linear_component_wise_sinusoidal,3,0.0135,0.9979,0.0351,0.9909,0.067,0.9777,0.2139,13,10,93,5279,2199,1320,63,91.25
SpokenArabicDigits,1d_conv_component_wise_sinusoidal,3,0.006,0.999,0.0321,0.9917,0.0949,0.9722,0.221,13,10,93,5279,2199,1320,75,99.95
SpokenArabicDigits,linear_circular_conv_sinusoidal,3,0.0338,0.9923,0.0526,0.9864,0.1463,0.9573,0.2139,13,10,93,5279,2199,1320,69,95.97
SpokenArabicDigits,1d_conv_circular_conv_sinusoidal,3,0.0148,0.997,0.0483,0.9901,0.1158,0.9668,0.221,13,10,93,5279,2199,1320,98,122.16
SpokenArabicDigits,1d_conv_circular_conv_isolated_sinusoidal,3,0.0181,0.9962,0.0554,0.9871,0.1103,0.9704,0.2211,13,10,93,5279,2199,1320,73,100.42
SpokenArabicDigits,linear_additive_sinusoidal,4,0.0612,0.9841,0.0667,0.9826,0.2308,0.9223,0.2127,13,10,93,5279,2199,1320,51,77.6
SpokenArabicDigits,linear_additive_isolated_sinusoidal,4,0.037,0.9902,0.0599,0.9811,0.2635,0.9327,0.2127,13,10,93,5279,2199,1320,73,97.14
SpokenArabicDigits,1d_conv_additive_sinusoidal,4,,,,,2.3873,0.0773,0.2196,13,10,93,5279,2199,1320,1,30.51
SpokenArabicDigits,linear_component_wise_sinusoidal,4,,,,,2.3236,0.1241,0.2136,13,10,93,5279,2199,1320,1,30.96
SpokenArabicDigits,1d_conv_component_wise_sinusoidal,4,0.007,0.9983,0.042,0.9939,0.0558,0.9796,0.221,13,10,93,5279,2199,1320,65,92.96
SpokenArabicDigits,linear_circular_conv_sinusoidal,4,0.0251,0.9941,0.0534,0.9849,0.1207,0.9641,0.2139,13,10,93,5279,2199,1320,74,101.2
SpokenArabicDigits,1d_conv_circular_conv_sinusoidal,4,0.018,0.9943,0.039,0.9894,0.1022,0.9686,0.221,13,10,93,5279,2199,1320,79,106.44
SpokenArabicDigits,1d_conv_circular_conv_isolated_sinusoidal,4,0.0522,0.9839,0.0732,0.9795,0.1549,0.9568,0.2211,13,10,93,5279,2199,1320,54,84.86
SpokenArabicDigits,linear_additive_sinusoidal,5,0.0229,0.9945,0.0656,0.9795,0.1649,0.9459,0.2127,13,10,93,5279,2199,1320,79,104.36
SpokenArabicDigits,linear_additive_isolated_sinusoidal,5,,,,,2.3253,0.1374,0.2125,13,10,93,5279,2199,1320,1,30.94
SpokenArabicDigits,1d_conv_additive_sinusoidal,5,,,,,2.348,0.1128,0.2196,13,10,93,5279,2199,1320,1,30.81
SpokenArabicDigits,linear_component_wise_sinusoidal,5,0.0147,0.9968,0.0452,0.9864,0.0388,0.9859,0.2139,13,10,93,5279,2199,1320,52,81.76
SpokenArabicDigits,1d_conv_component_wise_sinusoidal,5,,,,,2.3035,0.1073,0.2208,13,10,93,5279,2199,1320,1,32.86
SpokenArabicDigits,linear_circular_conv_sinusoidal,5,0.0298,0.9919,0.0501,0.9856,0.1051,0.9691,0.2139,13,10,93,5279,2199,1320,77,105.86
SpokenArabicDigits,1d_conv_circular_conv_sinusoidal,5,0.0248,0.9949,0.0605,0.9864,0.1652,0.9541,0.221,13,10,93,5279,2199,1320,76,104.56
SpokenArabicDigits,1d_conv_circular_conv_isolated_sinusoidal,5,0.0106,0.9977,0.0323,0.9932,0.1329,0.965,0.2211,13,10,93,5279,2199,1320,86,113.38
SpokenArabicDigits,linear_additive_sinusoidal,6,,,,,2.2833,0.1019,0.2124,13,10,93,5279,2199,1320,1,30.93
SpokenArabicDigits,linear_additive_isolated_sinusoidal,6,,,,,2.306,0.0901,0.2125,13,10,93,5279,2199,1320,1,30.95
SpokenArabicDigits,1d_conv_additive_sinusoidal,6,0.0378,0.9909,0.0999,0.978,0.2789,0.9249,0.2199,13,10,93,5279,2199,1320,74,98.89
SpokenArabicDigits,linear_component_wise_sinusoidal,6,,,,,2.3216,0.0823,0.2136,13,10,93,5279,2199,1320,1,32.06
SpokenArabicDigits,1d_conv_component_wise_sinusoidal,6,,,,,2.3711,0.0892,0.2208,13,10,93,5279,2199,1320,1,30.95
SpokenArabicDigits,linear_circular_conv_sinusoidal,6,0.0127,0.9971,0.038,0.9886,0.1308,0.9664,0.2139,13,10,93,5279,2199,1320,100,124.66
SpokenArabicDigits,1d_conv_circular_conv_sinusoidal,6,0.0157,0.9958,0.0459,0.9871,0.1111,0.9695,0.221,13,10,93,5279,2199,1320,80,107.44
SpokenArabicDigits,1d_conv_circular_conv_isolated_sinusoidal,6,0.0148,0.9962,0.0462,0.9909,0.1145,0.9618,0.2211,13,10,93,5279,2199,1320,68,96.73
SpokenArabicDigits,linear_additive_sinusoidal,7,,,,,2.3594,0.0905,0.2124,13,10,93,5279,2199,1320,1,30.77
SpokenArabicDigits,linear_additive_isolated_sinusoidal,7,,,,,2.3388,0.1182,0.2125,13,10,93,5279,2199,1320,1,30.91
SpokenArabicDigits,1d_conv_additive_sinusoidal,7,,,,,2.3448,0.0446,0.2196,13,10,93,5279,2199,1320,1,31.22
SpokenArabicDigits,linear_component_wise_sinusoidal,7,,,,,2.3083,0.0969,0.2136,13,10,93,5279,2199,1320,1,31.19
SpokenArabicDigits,1d_conv_component_wise_sinusoidal,7,,,,,2.3461,0.1182,0.2208,13,10,93,5279,2199,1320,1,31.74
SpokenArabicDigits,linear_circular_conv_sinusoidal,7,0.0558,0.9852,0.066,0.9826,0.1495,0.9545,0.2139,13,10,93,5279,2199,1320,52,83.38
SpokenArabicDigits,1d_conv_circular_conv_sinusoidal,7,0.0173,0.996,0.0408,0.9909,0.167,0.9577,0.221,13,10,93,5279,2199,1320,91,115.59
SpokenArabicDigits,1d_conv_circular_conv_isolated_sinusoidal,7,,,,,2.305,0.171,0.2208,13,10,93,5279,2199,1320,1,32.48
SpokenArabicDigits,linear_additive_sinusoidal,8,0.0298,0.9915,0.0519,0.9841,0.2548,0.9209,0.2127,13,10,93,5279,2199,1320,72,96.12
SpokenArabicDigits,linear_additive_isolated_sinusoidal,8,0.025,0.9928,0.0609,0.9833,0.2025,0.9391,0.2127,13,10,93,5279,2199,1320,73,96.45
SpokenArabicDigits,1d_conv_additive_sinusoidal,8,0.0137,0.9985,0.0703,0.9849,0.2253,0.9304,0.2199,13,10,93,5279,2199,1320,100,120.98
SpokenArabicDigits,linear_component_wise_sinusoidal,8,0.0073,0.9987,0.0322,0.994,0.0546,0.9859,0.2139,13,10,93,5279,2199,1320,63,90.72
SpokenArabicDigits,1d_conv_component_wise_sinusoidal,8,0.0065,0.9994,0.0389,0.9909,0.1006,0.9695,0.221,13,10,93,5279,2199,1320,73,99.99
SpokenArabicDigits,linear_circular_conv_sinusoidal,8,0.0344,0.992,0.052,0.9849,0.1,0.9686,0.2139,13,10,93,5279,2199,1320,68,94.82
SpokenArabicDigits,1d_conv_circular_conv_sinusoidal,8,0.0491,0.9854,0.0516,0.9833,0.1442,0.9545,0.221,13,10,93,5279,2199,1320,50,79.81
SpokenArabicDigits,1d_conv_circular_conv_isolated_sinusoidal,8,0.0357,0.9884,0.0473,0.9871,0.0668,0.9782,0.2211,13,10,93,5279,2199,1320,62,91.68
SpokenArabicDigits,linear_additive_sinusoidal,9,0.015,0.9975,0.0555,0.9849,0.1846,0.9418,0.2127,13,10,93,5279,2199,1320,87,110.51
SpokenArabicDigits,linear_additive_isolated_sinusoidal,9,,,,,2.3263,0.0901,0.2125,13,10,93,5279,2199,1320,1,31.27
SpokenArabicDigits,1d_conv_additive_sinusoidal,9,,,,,2.3198,0.1473,0.2196,13,10,93,5279,2199,1320,1,30.63
SpokenArabicDigits,linear_component_wise_sinusoidal,9,0.0183,0.9936,0.0435,0.9894,0.0436,0.9864,0.2139,13,10,93,5279,2199,1320,64,92.55
SpokenArabicDigits,1d_conv_component_wise_sinusoidal,9,,,,,2.2936,0.1032,0.2208,13,10,93,5279,2199,1320,1,32.69
SpokenArabicDigits,linear_circular_conv_sinusoidal,9,0.0385,0.989,0.0566,0.9849,0.0901,0.9686,0.2139,13,10,93,5279,2199,1320,64,93.18
SpokenArabicDigits,1d_conv_circular_conv_sinusoidal,9,0.015,0.9962,0.0539,0.9879,0.1173,0.9691,0.221,13,10,93,5279,2199,1320,100,126.24
SpokenArabicDigits,1d_conv_circular_conv_isolated_sinusoidal,9,0.0096,0.9977,0.0443,0.9917,0.1208,0.9673,0.2211,13,10,93,5279,2199,1320,100,124.16
SpokenArabicDigits,linear_additive_sinusoidal,10,0.0529,0.9867,0.0773,0.9773,0.2243,0.9382,0.2127,13,10,93,5279,2199,1320,54,80.54
SpokenArabicDigits,linear_additive_isolated_sinusoidal,10,,,,,2.3983,0.0609,0.2125,13,10,93,5279,2199,1320,1,31.17
SpokenArabicDigits,1d_conv_additive_sinusoidal,10,,,,,2.3245,0.0577,0.2196,13,10,93,5279,2199,1320,1,31.1
SpokenArabicDigits,linear_component_wise_sinusoidal,10,0.0078,0.9989,0.029,0.9924,0.0715,0.9763,0.2139,13,10,93,5279,2199,1320,66,93.23
SpokenArabicDigits,1d_conv_component_wise_sinusoidal,10,0.0069,0.9985,0.0358,0.9902,0.0891,0.9732,0.221,13,10,93,5279,2199,1320,70,95.63
SpokenArabicDigits,linear_circular_conv_sinusoidal,10,0.0256,0.9926,0.0469,0.9879,0.0997,0.9709,0.2139,13,10,93,5279,2199,1320,81,108.47
SpokenArabicDigits,1d_conv_circular_conv_sinusoidal,10,0.0092,0.999,0.0477,0.9871,0.1328,0.9604,0.221,13,10,93,5279,2199,1320,98,120.92
SpokenArabicDigits,1d_conv_circular_conv_isolated_sinusoidal,10,0.0292,0.993,0.0499,0.9864,0.121,0.9631,0.2211,13,10,93,5279,2199,1320,69,97.91
LSST,linear_additive_sinusoidal,6,,0.4148,1.8899,0.4472,,0.4303,0.1942,6,14,36,1967,2466,492,40,49.72
LSST,linear_additive_isolated_sinusoidal,6,,0.3447,2.075,0.3618,,0.3561,0.1943,6,14,36,1967,2466,492,22,42.07
LSST,1d_conv_additive_sinusoidal,6,,0.0396,3.1872,0.0488,,0.03,0.1978,6,14,36,1967,2466,492,11,37.08
LSST,linear_component_wise_sinusoidal,6,,,,,2.7594,0.0219,0.1952,6,14,36,1967,2466,492,1,33.8
LSST,1d_conv_component_wise_sinusoidal,6,0.9183,0.6924,1.2383,0.6301,1.1998,0.5961,0.1992,6,14,36,1967,2466,492,86,70.49
LSST,linear_circular_conv_sinusoidal,6,,,,,2.819,0.129,0.1952,6,14,36,1967,2466,492,1,34.31
LSST,1d_conv_circular_conv_sinusoidal,6,1.0765,0.6391,1.3388,0.5793,1.2939,0.5596,0.1992,6,14,36,1967,2466,492,79,67.08
LSST,1d_conv_circular_conv_isolated_sinusoidal,6,1.0712,0.641,1.3646,0.5589,1.3177,0.5543,0.1992,6,14,36,1967,2466,492,88,71.19
LSST,linear_additive_sinusoidal,7,,0.4174,1.9254,0.4512,,0.4262,0.1942,6,14,36,1967,2466,492,47,52.26
LSST,linear_additive_isolated_sinusoidal,7,,0.3564,2.1329,0.3699,,0.3605,0.1943,6,14,36,1967,2466,492,32,46.88
LSST,1d_conv_additive_sinusoidal,7,,,,,,0.0333,0.1978,6,14,36,1967,2466,492,1,32.56
LSST,linear_component_wise_sinusoidal,7,0.9044,0.6802,1.1571,0.628,1.1758,0.6123,0.1954,6,14,36,1967,2466,492,92,71.92
LSST,1d_conv_component_wise_sinusoidal,7,0.8973,0.7143,1.2018,0.6179,1.1425,0.6164,0.1992,6,14,36,1967,2466,492,88,71.11
LSST,linear_circular_conv_sinusoidal,7,,,,,2.6561,0.0296,0.1952,6,14,36,1967,2466,492,1,34.11
LSST,1d_conv_circular_conv_sinusoidal,7,,,,,2.7269,0.028,0.1989,6,14,36,1967,2466,492,1,33.87
LSST,1d_conv_circular_conv_isolated_sinusoidal,7,1.0781,0.6248,1.3407,0.5671,1.3134,0.5612,0.1992,6,14,36,1967,2466,492,87,70.15
LSST,linear_additive_sinusoidal,1,,0.3945,1.8912,0.3984,,0.3954,0.1942,6,14,36,1967,2466,492,41,42.99
LSST,linear_additive_isolated_sinusoidal,1,,0.4163,1.8011,0.4797,,0.4586,0.1943,6,14,36,1967,2466,492,38,40.68
LSST,1d_conv_additive_sinusoidal,1,,,,,,0.1127,0.1978,6,14,36,1967,2466,492,1,28.93
LSST,linear_component_wise_sinusoidal,1,0.9085,0.6772,1.1835,0.6362,1.2343,0.5953,0.1954,6,14,36,1967,2466,492,76,57.5
LSST,1d_conv_component_wise_sinusoidal,1,0.8484,0.7189,1.1703,0.624,1.1289,0.6297,0.1992,6,14,36,1967,2466,492,85,66.32
LSST,linear_circular_conv_sinusoidal,1,1.0218,0.6451,1.2976,0.6077,1.3136,0.5612,0.1954,6,14,36,1967,2466,492,100,68.22
LSST,1d_conv_circular_conv_sinusoidal,1,1.0357,0.6507,1.3178,0.5793,1.2681,0.5827,0.1992,6,14,36,1967,2466,492,91,62.8
LSST,1d_conv_circular_conv_isolated_sinusoidal,1,0.9014,0.6965,1.3372,0.5772,1.2948,0.5738,0.1992,6,14,36,1967,2466,492,100,65.2
LSST,linear_additive_sinusoidal,2,,0.4911,1.4644,0.5102,,0.5028,0.1942,6,14,36,1967,2466,492,44,45.2
LSST,linear_additive_isolated_sinusoidal,2,,0.3747,2.0104,0.378,,0.382,0.1943,6,14,36,1967,2466,492,36,42.57
LSST,1d_conv_additive_sinusoidal,2,,,,,,0.034,0.1978,6,14,36,1967,2466,492,1,29.31
LSST,linear_component_wise_sinusoidal,2,0.8553,0.7026,1.1454,0.628,1.2223,0.6059,0.1954,6,14,36,1967,2466,492,91,62.52
LSST,1d_conv_component_wise_sinusoidal,2,0.8554,0.7331,1.257,0.6199,1.1876,0.6079,0.1992,6,14,36,1967,2466,492,84,60.61
LSST,linear_circular_conv_sinusoidal,2,0.9969,0.6751,1.3492,0.5732,1.3409,0.5596,0.1954,6,14,36,1967,2466,492,94,63.82
LSST,1d_conv_circular_conv_sinusoidal,2,0.9839,0.6614,1.3166,0.5732,1.2679,0.5892,0.1992,6,14,36,1967,2466,492,94,65.9
LSST,1d_conv_circular_conv_isolated_sinusoidal,2,1.0747,0.6375,1.3536,0.563,1.2976,0.5673,0.1992,6,14,36,1967,2466,492,89,62.19
LSST,linear_additive_sinusoidal,3,,0.3777,2.0161,0.3821,,0.3812,0.1942,6,14,36,1967,2466,492,36,42.5
LSST,linear_additive_isolated_sinusoidal,3,,0.331,2.1166,0.3272,,0.3297,0.1943,6,14,36,1967,2466,492,46,45.08
LSST,1d_conv_additive_sinusoidal,3,,0.064,2.5769,0.0386,,0.045,0.1978,6,14,36,1967,2466,492,11,33.08
LSST,linear_component_wise_sinusoidal,3,,,,,2.6728,0.0503,0.1952,6,14,36,1967,2466,492,1,30.5
LSST,1d_conv_component_wise_sinusoidal,3,0.8802,0.7194,1.2038,0.6321,1.1241,0.6249,0.1992,6,14,36,1967,2466,492,79,61.48
LSST,linear_circular_conv_sinusoidal,3,,,,,2.7953,0.045,0.1952,6,14,36,1967,2466,492,1,30.22
LSST,1d_conv_circular_conv_sinusoidal,3,1.0994,0.6223,1.3214,0.565,1.2705,0.5678,0.1992,6,14,36,1967,2466,492,82,59.79
LSST,1d_conv_circular_conv_isolated_sinusoidal,3,0.9654,0.6787,1.3672,0.563,1.2822,0.5746,0.1992,6,14,36,1967,2466,492,94,63.69
LSST,linear_additive_sinusoidal,4,,0.3747,1.8844,0.4614,,0.4489,0.1942,6,14,36,1967,2466,492,34,42.39
LSST,linear_additive_isolated_sinusoidal,4,,0.3462,2.1136,0.3496,,0.3495,0.1943,6,14,36,1967,2466,492,25,39.09
LSST,1d_conv_additive_sinusoidal,4,,,,,,0.0381,0.1978,6,14,36,1967,2466,492,1,29.83
LSST,linear_component_wise_sinusoidal,4,,,,,2.7951,0.0279,0.1952,6,14,36,1967,2466,492,1,30.11
LSST,1d_conv_component_wise_sinusoidal,4,,,,,2.9281,0.0771,0.1989,6,14,36,1967,2466,492,1,31.3
LSST,linear_circular_conv_sinusoidal,4,,,,,2.6306,0.0689,0.1952,6,14,36,1967,2466,492,1,30.34
LSST,1d_conv_circular_conv_sinusoidal,4,1.2552,0.5648,1.347,0.563,1.3531,0.5511,0.1992,6,14,36,1967,2466,492,67,54.58
